state,state_abbreviation,county,fips,Hillary Clinton,Donald Trump,population,education,income
Oregon,OR,Baker,41001.0,493,2330,16059,89.4,23234
Oregon,OR,Benton,41003.0,7348,4138,86316,94.6,26738
Oregon,OR,Clackamas,41005.0,26378,24884,394972,92.4,32781
Oregon,OR,Clatsop,41007.0,2628,2391,37474,91.5,25680
Oregon,OR,Columbia,41009.0,3045,3418,49459,89.6,26271
Oregon,OR,Coos,41011.0,3472,5961,62475,88.0,22239
Oregon,OR,Crook,41013.0,840,3051,20998,84.9,20883
Oregon,OR,Curry,41015.0,1424,2936,22335,91.3,23972
Oregon,OR,Deschutes,41017.0,10812,14264,170388,93.1,27524
Oregon,OR,Douglas,41019.0,4499,12263,106972,87.7,21870
Oregon,OR,Gilliam,41021.0,101,227,1932,91.0,25320
Oregon,OR,Grant,41023.0,213,1451,7180,89.5,23828
Oregon,OR,Harney,41025.0,236,1335,7126,87.9,20865
Oregon,OR,Hood River,41027.0,1633,1163,22885,84.1,25181
Oregon,OR,Jackson,41029.0,12483,18498,210287,89.1,24378
Oregon,OR,Jefferson,41031.0,799,1771,22192,84.7,21593
Oregon,OR,Josephine,41033.0,3988,10325,83599,88.4,21791
Oregon,OR,Klamath,41035.0,2275,8451,65455,87.7,21489
Oregon,OR,Lake,41037.0,199,1326,7838,83.7,22056
Oregon,OR,Lane,41039.0,26772,21467,358337,91.1,24224
Oregon,OR,Lincoln,41041.0,4027,3287,46406,89.9,25194
Oregon,OR,Linn,41043.0,4943,9085,119356,89.1,21500
Oregon,OR,Malheur,41045.0,566,2543,30359,80.4,16352
Oregon,OR,Marion,41047.0,13920,16572,326110,83.2,22001
Oregon,OR,Morrow,41049.0,292,859,11187,75.5,20663
Oregon,OR,Multnomah,41051.0,65735,16894,776712,89.7,30475
Oregon,OR,Polk,41053.0,4440,5518,77916,89.8,24426
Oregon,OR,Sherman,41055.0,67,279,1710,92.4,24314
Oregon,OR,Tillamook,41057.0,1899,2127,25342,88.1,22452
Oregon,OR,Umatilla,41059.0,2003,5065,76705,81.9,20836
Oregon,OR,Union,41061.0,929,2869,25691,90.6,22684
Oregon,OR,Wallowa,41063.0,331,1245,6820,93.5,23131
Oregon,OR,Wasco,41065.0,1259,1707,25515,85.1,22844
Oregon,OR,Washington,41067.0,36321,24057,562998,90.8,31078
Oregon,OR,Wheeler,41069.0,48,204,1375,88.6,24575
Oregon,OR,Yamhill,41071.0,5321,6843,101758,88.0,24290
Pennsylvania,PA,Adams,42001.0,3846,9754,101714,86.0,27284
Pennsylvania,PA,Allegheny,42003.0,122399,61004,1231255,92.9,31593
Pennsylvania,PA,Armstrong,42005.0,2924,7578,67785,88.9,23661
Pennsylvania,PA,Beaver,42007.0,12963,11178,169392,91.0,26258
Pennsylvania,PA,Bedford,42009.0,1387,6540,48946,85.2,22259
Pennsylvania,PA,Berks,42011.0,20470,28719,413691,84.3,26723
Pennsylvania,PA,Blair,42013.0,3816,12870,125955,90.9,23875
Pennsylvania,PA,Bradford,42015.0,1761,6501,61784,87.3,23667
Pennsylvania,PA,Bucks,42017.0,46876,51433,626685,93.3,37466
Pennsylvania,PA,Butler,42019.0,8529,19668,185943,92.7,30957
Pennsylvania,PA,Cambria,42021.0,8304,10795,137732,88.8,22659
Pennsylvania,PA,Cameron,42023.0,176,486,4805,86.4,22747
Pennsylvania,PA,Carbon,42025.0,3334,5977,64441,87.4,24861
Pennsylvania,PA,Centre,42027.0,8431,10016,158742,92.7,25545
Pennsylvania,PA,Chester,42029.0,32985,35577,512784,92.8,42210
Pennsylvania,PA,Clarion,42031.0,1528,4224,38821,87.9,21902
Pennsylvania,PA,Clearfield,42033.0,3084,7862,81191,87.0,21273
Pennsylvania,PA,Clinton,42035.0,1647,3171,39745,86.2,21875
Pennsylvania,PA,Columbia,42037.0,2382,5816,67122,88.0,23681
Pennsylvania,PA,Crawford,42039.0,3559,7471,87175,86.8,21741
Pennsylvania,PA,Cumberland,42041.0,11997,22457,243762,91.1,31791
Pennsylvania,PA,Dauphin,42043.0,18397,21253,271453,89.0,29234
Pennsylvania,PA,Delaware,42045.0,44775,42381,562960,91.8,33179
Pennsylvania,PA,Elk,42047.0,1528,2647,31194,90.5,23738
Pennsylvania,PA,Erie,42049.0,19511,15869,278443,89.9,24189
Pennsylvania,PA,Fayette,42051.0,9184,8524,134086,85.4,20884
Pennsylvania,PA,Forest,42053.0,251,597,7518,81.6,13646
Pennsylvania,PA,Franklin,42055.0,4700,15631,152892,85.3,25741
Pennsylvania,PA,Fulton,42057.0,366,1783,14632,84.9,23201
Pennsylvania,PA,Greene,42059.0,2166,2478,37843,85.1,21819
Pennsylvania,PA,Huntingdon,42061.0,1302,5230,45750,87.7,20739
Pennsylvania,PA,Indiana,42063.0,3915,7585,87706,87.8,22933
Pennsylvania,PA,Jefferson,42065.0,1204,5102,44638,87.6,21300
Pennsylvania,PA,Juniata,42067.0,638,2390,24796,82.9,21628
Pennsylvania,PA,Lackawanna,42069.0,22971,14406,212719,88.9,25594
Pennsylvania,PA,Lancaster,42071.0,19780,38171,533320,83.9,26496
Pennsylvania,PA,Lawrence,42073.0,5842,6964,88771,88.3,22906
Pennsylvania,PA,Lebanon,42075.0,4529,13490,136359,85.5,27074
Pennsylvania,PA,Lehigh,42077.0,19767,20891,357823,86.8,27923
Pennsylvania,PA,Luzerne,42079.0,20530,28660,318829,88.3,24793
Pennsylvania,PA,Lycoming,42081.0,3803,12898,116508,87.6,22987
Pennsylvania,PA,McKean,42083.0,1013,3845,42554,89.3,22426
Pennsylvania,PA,Mercer,42085.0,6323,8278,114884,88.6,22831
Pennsylvania,PA,Mifflin,42087.0,1201,4310,46552,81.5,20794
Pennsylvania,PA,Monroe,42089.0,7901,10016,166314,89.6,25494
Pennsylvania,PA,Montgomery,42091.0,75333,51444,816857,93.5,41472
Pennsylvania,PA,Montour,42093.0,845,1744,18641,89.5,29600
Pennsylvania,PA,Northampton,42095.0,17804,19285,300654,88.7,29266
Pennsylvania,PA,Northumberland,42097.0,3436,8087,93944,85.3,22478
Pennsylvania,PA,Perry,42099.0,1326,5424,45634,86.7,26048
Pennsylvania,PA,Philadelphia,42101.0,212785,25024,1560297,81.2,22279
Pennsylvania,PA,Pike,42103.0,2006,5187,56191,91.3,27691
Pennsylvania,PA,Potter,42105.0,402,2364,17206,88.4,22564
Pennsylvania,PA,Schuylkill,42107.0,6533,16800,145797,86.4,23021
Pennsylvania,PA,Snyder,42109.0,1125,3745,40323,82.6,23088
Pennsylvania,PA,Somerset,42111.0,3112,9062,76218,85.6,22192
Pennsylvania,PA,Sullivan,42113.0,312,840,6339,87.3,22923
Pennsylvania,PA,Susquehanna,42115.0,1680,5027,41920,89.0,24477
Pennsylvania,PA,Tioga,42117.0,991,4421,42274,88.4,22621
Pennsylvania,PA,Union,42119.0,1548,3349,44874,84.8,22259
Pennsylvania,PA,Venango,42121.0,1935,4808,53529,88.8,22060
Pennsylvania,PA,Warren,42123.0,1753,3658,40703,89.6,24179
Pennsylvania,PA,Washington,42125.0,15390,15933,208187,90.4,28433
Pennsylvania,PA,Wayne,42127.0,1842,6364,51401,87.7,24005
Pennsylvania,PA,Westmoreland,42129.0,24968,32145,359320,92.1,28051
Pennsylvania,PA,Wyoming,42131.0,1123,3547,28131,89.2,24195
Pennsylvania,PA,York,42133.0,18445,41948,440755,88.1,28132
South Carolina,SC,Abbeville,45001.0,1501,1353,24965,76.8,18134
South Carolina,SC,Aiken,45003.0,6888,9027,164753,84.8,24769
South Carolina,SC,Allendale,45005.0,1022,160,9695,71.9,13334
South Carolina,SC,Anderson,45007.0,5550,10953,192810,81.7,22081
South Carolina,SC,Bamberg,45009.0,1715,481,15182,75.5,18902
South Carolina,SC,Barnwell,45011.0,1560,1106,21959,79.7,18862
South Carolina,SC,Beaufort,45013.0,9945,9912,175852,91.3,32503
South Carolina,SC,Berkeley,45015.0,9471,9406,198205,86.7,24165
South Carolina,SC,Calhoun,45017.0,1536,805,14878,82.8,23023
South Carolina,SC,Charleston,45019.0,26535,14420,381015,88.3,30158
South Carolina,SC,Cherokee,45021.0,1870,3616,56024,75.0,18240
South Carolina,SC,Chester,45023.0,1962,1403,32337,78.0,18098
South Carolina,SC,Chesterfield,45025.0,2209,1806,46125,74.9,17140
South Carolina,SC,Clarendon,45027.0,3564,1601,34113,77.7,17665
South Carolina,SC,Colleton,45029.0,2932,2326,37771,78.8,18769
South Carolina,SC,Darlington,45031.0,4988,3352,67799,79.2,20105
South Carolina,SC,Dillon,45033.0,1615,972,31127,70.6,14988
South Carolina,SC,Dorchester,45035.0,6920,6949,148469,89.4,24495
South Carolina,SC,Edgefield,45037.0,1474,1366,26553,81.3,20753
South Carolina,SC,Fairfield,45039.0,3260,919,22976,81.4,20257
South Carolina,SC,Florence,45041.0,9411,6004,139231,82.6,22432
South Carolina,SC,Georgetown,45043.0,4931,4620,60773,84.5,24437
South Carolina,SC,Greenville,45045.0,19807,24913,482752,85.7,26643
South Carolina,SC,Greenwood,45047.0,3588,3029,69520,80.4,21053
South Carolina,SC,Hampton,45049.0,1930,721,20405,75.8,19332
South Carolina,SC,Horry,45051.0,11294,26445,298832,87.7,24002
South Carolina,SC,Jasper,45053.0,2194,1169,27170,78.8,17350
South Carolina,SC,Kershaw,45055.0,3743,3673,63161,84.9,22638
South Carolina,SC,Lancaster,45057.0,3332,4190,83160,82.3,21003
South Carolina,SC,Laurens,45059.0,2952,3321,66533,78.2,19153
South Carolina,SC,Lee,45061.0,2207,743,18343,72.8,14740
South Carolina,SC,Lexington,45063.0,8810,16361,277888,88.4,26886
South Carolina,SC,Marion,45067.0,3359,1206,31933,81.8,16531
South Carolina,SC,Marlboro,45069.0,2132,737,27924,69.9,14577
South Carolina,SC,McCormick,45065.0,973,615,9846,78.8,22150
South Carolina,SC,Newberry,45071.0,2118,2024,37783,76.9,21591
South Carolina,SC,Oconee,45073.0,1960,4424,75192,83.1,23904
South Carolina,SC,Orangeburg,45075.0,11819,2536,90090,79.3,17687
South Carolina,SC,Pickens,45077.0,2499,7136,120368,82.2,21182
South Carolina,SC,Richland,45079.0,39243,9172,401566,89.7,25763
South Carolina,SC,Saluda,45081.0,1023,1248,20026,76.8,19725
South Carolina,SC,Spartanburg,45083.0,10662,15249,293542,82.2,21889
South Carolina,SC,Sumter,45085.0,9816,3762,107919,82.3,20340
South Carolina,SC,Union,45087.0,1690,1403,27876,78.1,19037
South Carolina,SC,Williamsburg,45089.0,4609,1186,32695,77.6,14845
South Carolina,SC,York,45091.0,8895,12031,245346,87.5,26553
South Dakota,SD,Aurora,46003.0,150,136,2745,88.8,23504
South Dakota,SD,Beadle,46005.0,501,454,18169,83.4,24025
South Dakota,SD,Bennett,46007.0,74,179,3430,76.8,16275
South Dakota,SD,Bon Homme,46009.0,225,343,7023,88.6,20941
South Dakota,SD,Brookings,46011.0,955,915,33314,93.6,23105
South Dakota,SD,Brown,46013.0,1369,1407,38408,92.1,27138
South Dakota,SD,Brule,46015.0,182,245,5309,87.2,21928
South Dakota,SD,Buffalo,46017.0,110,37,2077,78.2,11405
South Dakota,SD,Butte,46019.0,167,1074,10298,87.1,21744
South Dakota,SD,Campbell,46021.0,20,355,1386,84.8,24152
South Dakota,SD,Charles Mix,46023.0,293,404,9287,86.1,19030
South Dakota,SD,Clark,46025.0,112,179,3645,88.0,27878
South Dakota,SD,Clay,46027.0,623,320,13932,94.6,20595
South Dakota,SD,Codington,46029.0,828,1473,27938,90.7,25582
South Dakota,SD,Corson,46031.0,115,126,4182,83.0,14262
South Dakota,SD,Custer,46033.0,245,1068,8445,93.6,28356
South Dakota,SD,Davison,46035.0,542,808,19885,90.1,24597
South Dakota,SD,Day,46037.0,343,249,5588,87.3,23126
South Dakota,SD,Deuel,46039.0,162,141,4312,87.8,27525
South Dakota,SD,Dewey,46041.0,181,178,5662,82.0,15558
South Dakota,SD,Douglas,46043.0,48,262,2973,80.7,28323
South Dakota,SD,Edmunds,46045.0,170,426,3983,87.7,25775
South Dakota,SD,Fall River,46047.0,207,923,6845,90.9,23624
South Dakota,SD,Faulk,46049.0,86,216,2357,90.3,23069
South Dakota,SD,Grant,46051.0,528,850,7241,87.8,24554
South Dakota,SD,Gregory,46053.0,179,341,4217,86.5,23041
South Dakota,SD,Haakon,46055.0,23,397,1847,93.6,25754
South Dakota,SD,Hamlin,46057.0,181,489,5989,89.2,25233
South Dakota,SD,Hand,46059.0,105,385,3345,88.1,26027
South Dakota,SD,Hanson,46061.0,97,305,3419,90.0,23197
South Dakota,SD,Harding,46063.0,14,298,1250,91.9,22247
South Dakota,SD,Hughes,46065.0,528,1606,17642,92.3,30284
South Dakota,SD,Hutchinson,46067.0,151,622,7200,83.9,26110
South Dakota,SD,Hyde,46069.0,40,96,1396,89.7,26195
South Dakota,SD,Jackson,46071.0,59,153,3274,90.2,20319
South Dakota,SD,Jerauld,46073.0,96,90,2007,84.8,26590
South Dakota,SD,Jones,46075.0,20,175,975,92.3,23377
South Dakota,SD,Kingsbury,46077.0,201,421,5075,91.6,27485
South Dakota,SD,Lake,46079.0,484,619,12368,93.3,27015
South Dakota,SD,Lawrence,46081.0,705,1801,24657,93.3,27498
South Dakota,SD,Lincoln,46083.0,1436,1760,51548,95.6,34839
South Dakota,SD,Lyman,46085.0,115,432,3877,88.5,20586
South Dakota,SD,Marshall,46091.0,287,163,4683,89.6,24205
South Dakota,SD,McCook,46087.0,214,320,5649,92.5,26505
South Dakota,SD,McPherson,46089.0,47,340,2429,76.9,22596
South Dakota,SD,Meade,46093.0,530,2204,26951,93.2,25375
South Dakota,SD,Mellette,46095.0,50,87,2100,86.0,15760
South Dakota,SD,Miner,46097.0,109,98,2316,91.4,31288
South Dakota,SD,Minnehaha,46099.0,6018,5206,182882,90.7,26380
South Dakota,SD,Moody,46101.0,262,196,6367,90.5,27682
South Dakota,SD,Oglala Lakota,46113.0,425,48,14218,78.8,8768
South Dakota,SD,Pennington,46103.0,3384,8162,108242,91.6,27000
South Dakota,SD,Perkins,46105.0,43,441,3033,86.2,25751
South Dakota,SD,Potter,46107.0,59,579,2340,88.3,26180
South Dakota,SD,Roberts,46109.0,392,286,10374,87.7,22670
South Dakota,SD,Sanborn,46111.0,66,122,2336,88.2,25823
South Dakota,SD,Spink,46115.0,283,302,6598,87.8,27757
South Dakota,SD,Stanley,46117.0,95,352,2983,89.9,30933
South Dakota,SD,Sully,46119.0,37,133,1438,90.8,30218
South Dakota,SD,Todd,46121.0,408,90,9882,77.6,10575
South Dakota,SD,Tripp,46123.0,136,452,5512,86.2,23270
South Dakota,SD,Turner,46125.0,232,384,8272,90.2,25406
South Dakota,SD,Union,46127.0,380,644,15029,92.7,36167
South Dakota,SD,Walworth,46129.0,121,774,5511,87.9,25915
South Dakota,SD,Yankton,46135.0,706,646,22684,91.0,27268
South Dakota,SD,Ziebach,46137.0,92,79,2826,82.5,12339
Tennessee,TN,Anderson,47001.0,2328,4298,75528,83.8,24561
Tennessee,TN,Bedford,47003.0,1208,3081,46627,77.5,19303
Tennessee,TN,Benton,47005.0,560,1154,16145,78.5,18456
Tennessee,TN,Bledsoe,47007.0,398,1009,13931,75.6,15747
Tennessee,TN,Blount,47009.0,2736,8009,126339,86.7,23788
Tennessee,TN,Bradley,47011.0,1644,6103,102975,82.4,21649
Tennessee,TN,Campbell,47013.0,656,2198,39918,70.4,16812
Tennessee,TN,Cannon,47015.0,439,1244,13757,76.4,20566
Tennessee,TN,Carroll,47017.0,721,1579,28370,78.6,18330
Tennessee,TN,Carter,47019.0,774,4266,56886,79.8,19018
Tennessee,TN,Cheatham,47021.0,1065,2530,39764,83.2,23459
Tennessee,TN,Chester,47023.0,342,1023,17379,81.2,18817
Tennessee,TN,Claiborne,47025.0,544,2022,31592,74.5,18583
Tennessee,TN,Clay,47027.0,270,600,7765,72.3,16867
Tennessee,TN,Cocke,47029.0,463,3200,35374,76.7,17476
Tennessee,TN,Coffee,47031.0,1503,3516,53623,82.4,20357
Tennessee,TN,Crockett,47033.0,424,995,14668,76.1,18664
Tennessee,TN,Cumberland,47035.0,1312,5152,57985,80.9,21141
Tennessee,TN,Davidson,47037.0,43691,17082,668347,86.4,28467
Tennessee,TN,DeKalb,47041.0,641,1240,19268,75.6,21606
Tennessee,TN,Decatur,47039.0,330,842,11666,78.8,25368
Tennessee,TN,Dickson,47043.0,1497,2730,50575,84.2,21547
Tennessee,TN,Dyer,47045.0,822,2400,37935,83.6,21208
Tennessee,TN,Fayette,47047.0,2003,2879,39011,85.7,28201
Tennessee,TN,Fentress,47049.0,352,1418,17855,72.4,16454
Tennessee,TN,Franklin,47051.0,1590,3072,41402,80.0,22398
Tennessee,TN,Gibson,47053.0,1549,2878,49472,82.7,20402
Tennessee,TN,Giles,47055.0,915,1910,28853,80.4,19998
Tennessee,TN,Grainger,47057.0,283,1767,22864,74.3,17933
Tennessee,TN,Greene,47059.0,1079,5016,68335,80.0,19801
Tennessee,TN,Grundy,47061.0,445,912,13425,70.5,15683
Tennessee,TN,Hamblen,47063.0,951,4690,63036,80.4,21261
Tennessee,TN,Hamilton,47065.0,15598,16985,351220,86.3,27229
Tennessee,TN,Hancock,47067.0,80,433,6657,72.6,14326
Tennessee,TN,Hardeman,47069.0,1721,1170,25965,74.9,14975
Tennessee,TN,Hardin,47071.0,591,2094,25870,76.4,20127
Tennessee,TN,Hawkins,47073.0,906,4426,56735,81.1,20662
Tennessee,TN,Haywood,47075.0,1197,613,18185,75.9,18714
Tennessee,TN,Henderson,47077.0,443,1836,28009,80.9,20449
Tennessee,TN,Henry,47079.0,957,2672,32204,82.3,22239
Tennessee,TN,Hickman,47081.0,543,1325,24384,75.5,18383
Tennessee,TN,Houston,47083.0,320,523,8267,80.4,18539
Tennessee,TN,Humphreys,47085.0,737,1218,18135,84.2,22183
Tennessee,TN,Jackson,47087.0,407,713,11568,74.7,18387
Tennessee,TN,Jefferson,47089.0,735,4050,52677,80.4,20619
Tennessee,TN,Johnson,47091.0,245,1306,17859,72.7,16470
Tennessee,TN,Knox,47093.0,13137,20985,448644,90.2,28136
Tennessee,TN,Lake,47095.0,186,326,7631,70.6,12042
Tennessee,TN,Lauderdale,47097.0,1035,1111,27382,74.5,15758
Tennessee,TN,Lawrence,47099.0,1332,2883,42274,79.0,19136
Tennessee,TN,Lewis,47101.0,232,809,11906,77.7,17751
Tennessee,TN,Lincoln,47103.0,728,2656,33637,80.4,21811
Tennessee,TN,Loudon,47105.0,1026,4198,50771,84.7,27045
Tennessee,TN,Macon,47111.0,343,1757,23003,76.3,17009
Tennessee,TN,Madison,47113.0,4351,4117,98178,85.9,23283
Tennessee,TN,Marion,47115.0,1046,1799,28407,76.1,21399
Tennessee,TN,Marshall,47117.0,838,1858,31269,80.5,20739
Tennessee,TN,Maury,47119.0,2366,4655,85515,85.6,22766
Tennessee,TN,McMinn,47107.0,1027,3604,52626,80.2,19744
Tennessee,TN,McNairy,47109.0,719,1822,26267,77.9,18428
Tennessee,TN,Meigs,47121.0,354,946,11701,74.1,19403
Tennessee,TN,Monroe,47123.0,1232,4079,45233,77.7,19643
Tennessee,TN,Montgomery,47125.0,5555,6512,189961,90.9,22380
Tennessee,TN,Moore,47127.0,209,687,6319,83.1,23307
Tennessee,TN,Morgan,47129.0,356,1230,21660,79.6,17747
Tennessee,TN,Obion,47131.0,760,1908,30941,79.6,20900
Tennessee,TN,Overton,47133.0,885,1582,22028,75.6,18347
Tennessee,TN,Perry,47135.0,215,542,7822,78.5,17214
Tennessee,TN,Pickett,47137.0,214,594,5124,78.9,21942
Tennessee,TN,Polk,47139.0,757,1180,16730,77.4,20274
Tennessee,TN,Putnam,47141.0,1916,4187,74165,83.0,20517
Tennessee,TN,Rhea,47143.0,503,2339,32641,76.9,18952
Tennessee,TN,Roane,47145.0,1454,3634,52748,83.7,23936
Tennessee,TN,Robertson,47147.0,1918,4077,68079,85.2,23809
Tennessee,TN,Rutherford,47149.0,8243,13229,288906,89.7,25077
Tennessee,TN,Scott,47151.0,273,1090,21987,75.0,17121
Tennessee,TN,Sequatchie,47153.0,273,1046,14704,80.5,20899
Tennessee,TN,Sevier,47155.0,1259,7686,95110,82.3,22242
Tennessee,TN,Shelby,47157.0,66465,20715,938803,86.0,25549
Tennessee,TN,Smith,47159.0,654,1418,19009,78.9,21153
Tennessee,TN,Stewart,47161.0,527,953,13279,84.4,21701
Tennessee,TN,Sullivan,47163.0,2653,8718,157047,84.1,23850
Tennessee,TN,Sumner,47165.0,4225,9708,172706,87.1,27795
Tennessee,TN,Tipton,47167.0,1454,3618,61623,85.1,23054
Tennessee,TN,Trousdale,47169.0,321,453,8002,78.5,20491
Tennessee,TN,Unicoi,47171.0,244,1813,17963,76.1,20152
Tennessee,TN,Union,47173.0,316,1311,19113,73.1,17426
Tennessee,TN,Van Buren,47175.0,242,493,5633,79.5,19450
Tennessee,TN,Warren,47177.0,1318,2273,39969,76.5,19531
Tennessee,TN,Washington,47179.0,2444,6953,126242,86.5,25355
Tennessee,TN,Wayne,47181.0,208,1159,16913,75.7,17706
Tennessee,TN,Weakley,47183.0,860,1764,34373,83.8,19547
Tennessee,TN,White,47185.0,688,2092,26301,78.1,18205
Tennessee,TN,Williamson,47187.0,6055,11384,205226,94.6,41292
Tennessee,TN,Wilson,47189.0,3873,8570,125376,88.7,27864
Texas,TX,Anderson,48001.0,994,2425,57627,79.0,18495
Texas,TX,Andrews,48003.0,76,716,17477,73.6,27429
Texas,TX,Angelina,48005.0,1950,3646,87750,78.2,20982
Texas,TX,Aransas,48007.0,488,2091,24972,86.0,26953
Texas,TX,Archer,48009.0,99,707,8811,86.5,27800
Texas,TX,Armstrong,48011.0,1,197,1955,88.8,26823
Texas,TX,Atascosa,48013.0,1355,1335,47774,73.6,20193
Texas,TX,Austin,48015.0,492,1752,29114,85.1,25884
Texas,TX,Bailey,48017.0,84,234,6910,65.4,18676
Texas,TX,Bandera,48019.0,378,1820,20892,86.6,25364
Texas,TX,Bastrop,48021.0,2894,3587,78069,80.4,23342
Texas,TX,Baylor,48023.0,46,254,3592,83.7,28021
Texas,TX,Bee,48025.0,1132,781,32863,70.8,16848
Texas,TX,Bell,48027.0,7416,8110,329140,89.5,22857
Texas,TX,Bexar,48029.0,76502,32701,1855866,82.6,24253
Texas,TX,Blanco,48031.0,229,886,10812,87.0,26781
Texas,TX,Borden,48033.0,4,91,652,92.1,50042
Texas,TX,Bosque,48035.0,353,1269,17780,82.0,23992
Texas,TX,Bowie,48037.0,2436,5039,93275,86.8,22911
Texas,TX,Brazoria,48039.0,8996,10003,338124,85.3,29081
Texas,TX,Brazos,48041.0,3559,4628,209152,85.0,21720
Texas,TX,Brewster,48043.0,699,368,9173,84.8,27796
Texas,TX,Briscoe,48045.0,16,110,1536,75.8,20697
Texas,TX,Brooks,48047.0,1603,18,7194,63.2,14345
Texas,TX,Brown,48049.0,319,2459,37653,85.1,21236
Texas,TX,Burleson,48051.0,469,988,17253,77.7,21529
Texas,TX,Burnet,48053.0,871,3145,44943,84.2,24998
Texas,TX,Caldwell,48055.0,1657,1345,39810,79.0,19673
Texas,TX,Calhoun,48057.0,1024,1164,21797,77.5,23381
Texas,TX,Callahan,48059.0,86,1034,13513,86.1,22855
Texas,TX,Cameron,48061.0,20326,4286,420392,63.7,14710
Texas,TX,Camp,48063.0,484,640,12621,76.2,19176
Texas,TX,Carson,48065.0,50,370,6013,87.6,26827
Texas,TX,Cass,48067.0,777,1604,30261,84.3,20104
Texas,TX,Castro,48069.0,127,270,7781,68.2,19708
Texas,TX,Chambers,48071.0,687,2030,38145,85.0,30140
Texas,TX,Cherokee,48073.0,989,2350,50902,76.7,18801
Texas,TX,Childress,48075.0,54,285,7089,88.4,20248
Texas,TX,Clay,48077.0,120,844,10370,88.5,25867
Texas,TX,Cochran,48079.0,4,153,2935,66.1,17371
Texas,TX,Coke,48081.0,25,251,3254,85.5,26407
Texas,TX,Coleman,48083.0,75,674,8430,82.3,18967
Texas,TX,Collin,48085.0,23591,29772,885241,93.4,37839
Texas,TX,Collingsworth,48087.0,36,153,3017,79.0,22847
Texas,TX,Colorado,48089.0,474,1078,20719,82.2,24348
Texas,TX,Comal,48091.0,3109,7532,123694,89.4,32980
Texas,TX,Comanche,48093.0,217,908,13550,76.0,19268
Texas,TX,Concho,48095.0,27,221,4050,71.2,19976
Texas,TX,Cooke,48097.0,449,2692,38761,83.8,25186
Texas,TX,Coryell,48099.0,1010,2404,75562,87.5,19357
Texas,TX,Cottle,48101.0,26,81,1415,76.2,21089
Texas,TX,Crane,48103.0,62,249,4950,68.9,22291
Texas,TX,Crockett,48105.0,266,50,3812,64.3,23872
Texas,TX,Crosby,48107.0,131,184,5899,69.5,18959
Texas,TX,Culberson,48109.0,355,30,2266,70.2,16227
Texas,TX,Dallam,48111.0,24,254,7135,72.3,19752
Texas,TX,Dallas,48113.0,113574,43303,2518638,77.4,26816
Texas,TX,Dawson,48115.0,92,516,13372,68.5,17677
Texas,TX,De Witt,48123.0,293,1124,20684,76.8,23720
Texas,TX,Deaf Smith,48117.0,200,424,19195,69.5,17532
Texas,TX,Delta,48119.0,110,451,5238,85.4,20150
Texas,TX,Denton,48121.0,16470,24341,753363,91.8,33855
Texas,TX,Dickens,48125.0,13,165,2218,77.4,20578
Texas,TX,Dimmit,48127.0,1804,30,11089,61.6,17516
Texas,TX,Donley,48129.0,33,248,3543,85.9,21904
Texas,TX,Duval,48131.0,2272,47,11533,66.0,20181
Texas,TX,Eastland,48133.0,171,1048,18176,82.0,21125
Texas,TX,Ector,48135.0,1852,4449,153904,72.9,24247
Texas,TX,Edwards,48137.0,42,208,1879,68.9,22015
Texas,TX,El Paso,48141.0,36067,7270,833487,74.0,18379
Texas,TX,Ellis,48139.0,3719,6927,159317,83.6,25662
Texas,TX,Erath,48143.0,427,2030,40147,82.0,21670
Texas,TX,Falls,48145.0,551,894,16989,74.4,16486
Texas,TX,Fannin,48147.0,505,1831,33752,82.4,20337
Texas,TX,Fayette,48149.0,584,2047,24833,80.2,27032
Texas,TX,Fisher,48151.0,226,140,3831,80.8,22709
Texas,TX,Floyd,48153.0,60,238,5949,74.6,21655
Texas,TX,Foard,48155.0,80,11,1275,78.0,20202
Texas,TX,Fort Bend,48157.0,29248,16924,685345,88.5,34084
Texas,TX,Franklin,48159.0,163,700,10600,83.5,28189
Texas,TX,Freestone,48161.0,380,1538,19762,78.8,22876
Texas,TX,Frio,48163.0,1864,112,18531,63.9,15863
Texas,TX,Gaines,48165.0,91,610,19425,59.3,21572
Texas,TX,Galveston,48167.0,9435,11961,314198,87.1,30926
Texas,TX,Garza,48169.0,35,224,6435,62.3,16175
Texas,TX,Gillespie,48171.0,813,2166,25520,86.5,30117
Texas,TX,Glasscock,48173.0,4,83,1291,77.9,31135
Texas,TX,Goliad,48175.0,389,509,7549,85.7,30031
Texas,TX,Gonzales,48177.0,368,984,20462,69.3,20288
Texas,TX,Gray,48179.0,111,1329,23044,80.2,21738
Texas,TX,Grayson,48181.0,1940,6136,123534,86.3,24003
Texas,TX,Gregg,48183.0,3411,4703,123204,82.5,24064
Texas,TX,Grimes,48185.0,583,1404,27172,78.5,20307
Texas,TX,Guadalupe,48187.0,3787,5878,147250,86.0,26184
Texas,TX,Hale,48189.0,312,920,34720,70.2,18004
Texas,TX,Hall,48191.0,63,156,3147,71.8,19004
Texas,TX,Hamilton,48193.0,118,698,8199,81.7,23067
Texas,TX,Hansford,48195.0,21,318,5509,76.4,23969
Texas,TX,Hardeman,48197.0,71,223,3928,80.2,19829
Texas,TX,Hardin,48199.0,625,4005,55621,86.3,25559
Texas,TX,Harris,48201.0,156729,79793,4441370,78.7,27899
Texas,TX,Harrison,48203.0,2043,3102,67336,84.6,23236
